task,pass_or_fail,time_token
"How long does it take 3 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",0,3.0806233333333335
"How long does it take 70 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",1,2.827296666666667
"How long does it take 8 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",1,3.0091366666666666
"How long does it take 60 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",1,3.1635766666666663
"How long does it take 80 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",1,2.6906666666666665
"How long does it take 80 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",1,2.8705366666666663
"How long does it take 80 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",1,3.04351
"How long does it take 7 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",1,2.9759433333333334
"How long does it take 70 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",1,2.863003333333334
"How long does it take 8 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",0,2.9633300000000005
"How long does it take 70 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",1,2.942763333333333
"How long does it take 8 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",1,2.5656233333333334
"How long does it take 3 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",0,3.052756666666667
"How long does it take 3 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",0,2.8765733333333334
"How long does it take 80 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",1,3.0374433333333335
"How long does it take 80 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",1,2.793606666666667
