task,pass_or_fail,time_token
A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,1,3.2168266666666665
A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,1,3.0991166666666667
A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,1,3.1364466666666666
A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,1,3.063663333333334
A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,1,2.7986566666666666
A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,1,2.7533166666666666
A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,1,3.1791699999999996
A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,1,2.893546666666667
A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,1,2.9997399999999996
A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,1,3.09244
A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,1,3.5489366666666666
A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,1,3.0650033333333333
A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,1,2.9709833333333333
A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,1,2.976226666666667
A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,1,3.2547900000000003
A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,1,3.1718500000000005
A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,1,2.8309133333333336
A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,1,3.3496366666666666
A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,1,3.366036666666666
A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,1,3.0103866666666668
A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,1,4.028723333333333
A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,1,3.325153333333333
A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,1,3.5838666666666668
A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,1,2.8384466666666666
A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,1,3.2596333333333334
A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,1,2.8792500000000003
A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,1,3.0099033333333334
A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,1,2.792123333333333
A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,0,2.869943333333333
A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,1,2.9651833333333335
A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,0,3.20668
A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,1,2.920773333333333
