task,pass_or_fail,time_token
A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,1,2.736876666666667
A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,1,2.83785
A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,1,2.5773933333333336
A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,1,2.7622999999999998
A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,1,2.959096666666667
A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,1,2.795566666666667
A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,1,3.0915
A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,1,3.025816666666667
A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,1,2.66825
A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,1,2.8003
A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,1,2.6662
A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,1,2.96302
